name,latency,throughput(ipc),throughput(cpi)
xvsrlri_w,3.00,2.00,0.50
xvsrlrn_b_h,4.00,1.00,1.00
xvsrlrn_h_w,4.00,1.00,1.00
xvsrlrn_w_d,4.00,1.00,1.00
xvsrlrni_b_h,4.00,1.00,1.00
xvsrlrni_d_q,3.00,2.00,0.50
xvsrlrni_h_w,4.00,1.00,1.00
xvsrlrni_w_d,4.00,1.00,1.00
xvssran_b_h,4.00,1.00,1.00
xvssran_bu_h,4.00,1.00,1.00
xvssran_h_w,4.00,1.00,1.00
xvssran_hu_w,4.00,1.00,1.00
xvssran_w_d,4.00,1.00,1.00
xvssran_wu_d,4.00,1.00,1.00
xvssrani_b_h,4.00,1.00,1.00
xvssrani_bu_h,4.00,1.00,1.00
xvssrani_d_q,3.00,2.00,0.50
xvssrani_du_q,3.00,2.00,0.50
xvssrani_h_w,4.00,1.00,1.00
xvssrani_hu_w,4.00,1.00,1.00
xvssrani_w_d,4.00,1.00,1.00
xvssrani_wu_d,4.00,1.00,1.00
xvssrarn_b_h,4.00,1.00,1.00
xvssrarn_bu_h,4.00,1.00,1.00
xvssrarn_h_w,4.00,1.00,1.00
xvssrarn_hu_w,4.00,1.00,1.00
xvssrarn_w_d,4.00,1.00,1.00
xvssrarn_wu_d,4.00,1.00,1.00
xvssrarni_b_h,4.00,1.00,1.00
xvssrarni_bu_h,4.00,1.00,1.00
xvssrarni_d_q,3.00,2.00,0.50
xvssrarni_du_q,3.00,2.00,0.50
xvssrarni_h_w,4.00,1.00,1.00
xvssrarni_hu_w,4.00,1.00,1.00
xvssrarni_w_d,4.00,1.00,1.00
xvssrarni_wu_d,4.00,1.00,1.00
xvssrln_b_h,4.00,1.00,1.00
xvssrln_bu_h,4.00,1.00,1.00
xvssrln_h_w,4.00,1.00,1.00
xvssrln_hu_w,4.00,1.00,1.00
xvssrln_w_d,4.00,1.00,1.00
xvssrln_wu_d,4.00,1.00,1.00
xvssrlni_b_h,4.00,1.00,1.00
xvssrlni_bu_h,4.00,1.00,1.00
xvssrlni_d_q,3.00,2.00,0.50
xvssrlni_du_q,3.00,2.00,0.50
xvssrlni_h_w,4.00,1.00,1.00
xvssrlni_hu_w,4.00,1.00,1.00
xvssrlni_w_d,4.00,1.00,1.00
xvssrlni_wu_d,4.00,1.00,1.00
xvssrlrn_b_h,4.00,1.00,1.00
xvssrlrn_bu_h,4.00,1.00,1.00
xvssrlrn_h_w,4.00,1.00,1.00
xvssrlrn_hu_w,4.00,1.00,1.00
xvssrlrn_w_d,4.00,1.00,1.00
xvssrlrn_wu_d,4.00,1.00,1.00
xvssrlrni_b_h,4.00,1.00,1.00
xvssrlrni_bu_h,4.00,1.00,1.00
xvssrlrni_d_q,3.00,2.00,0.50
xvssrlrni_du_q,3.00,2.00,0.50
xvssrlrni_h_w,4.00,1.00,1.00
xvssrlrni_hu_w,4.00,1.00,1.00
xvssrlrni_w_d,4.00,1.00,1.00
xvssrlrni_wu_d,4.00,1.00,1.00
xvssub_b,1.00,2.00,0.50
xvssub_bu,1.00,2.00,0.50
xvssub_d,1.00,2.00,0.50
xvssub_du,1.00,2.00,0.50
xvssub_h,1.00,2.00,0.50
xvssub_hu,1.00,2.00,0.50
xvssub_w,1.00,2.00,0.50
xvssub_wu,1.00,2.00,0.50
xvsub_b,1.00,2.00,0.50
xvsub_d,1.00,2.00,0.50
xvsub_h,1.00,2.00,0.50
xvsub_q,3.00,2.00,0.50
xvsub_w,1.00,2.00,0.50
xvsubi_bu,1.00,2.00,0.50
xvsubi_du,1.00,2.00,0.50
xvsubi_hu,1.00,2.00,0.50
xvsubi_wu,1.00,2.00,0.50
xvsubwev_d_w,2.00,2.00,0.50
xvsubwev_d_wu,2.00,2.00,0.50
xvsubwev_h_b,2.00,2.00,0.50
xvsubwev_h_bu,2.00,2.00,0.50
xvsubwev_q_d,3.00,2.00,0.50
xvsubwev_q_du,3.00,2.00,0.50
xvsubwev_w_h,2.00,2.00,0.50
xvsubwev_w_hu,2.00,2.00,0.50
xvsubwod_d_w,2.00,2.00,0.50
xvsubwod_d_wu,2.00,2.00,0.50
xvsubwod_h_b,2.00,2.00,0.50
xvsubwod_h_bu,2.00,2.00,0.50
xvsubwod_q_d,3.00,2.00,0.50
xvsubwod_q_du,3.00,2.00,0.50
xvsubwod_w_h,2.00,2.00,0.50
xvsubwod_w_hu,2.00,2.00,0.50
xvxor_v,1.00,2.00,0.50
xvxori_b,1.00,2.00,0.50
