name,latency,throughput(ipc),throughput(cpi)
vssub_bu,1.00,1.00,1.00
vssub_d,1.00,1.00,1.00
vssub_du,1.00,1.00,1.00
vssub_h,1.00,1.00,1.00
vssub_hu,1.00,1.00,1.00
vssub_w,1.00,1.00,1.00
vssub_wu,1.00,1.00,1.00
vsub_b,1.00,1.00,1.00
vsub_d,1.00,1.00,1.00
vsub_h,1.00,1.00,1.00
vsub_q,2.00,1.00,1.00
vsub_w,1.00,1.00,1.00
vsubi_bu,1.00,1.00,1.00
vsubi_du,1.00,1.00,1.00
vsubi_hu,1.00,1.00,1.00
vsubi_wu,1.00,1.00,1.00
vsubwev_d_w,2.00,1.00,1.00
vsubwev_d_wu,2.00,1.00,1.00
vsubwev_h_b,2.00,1.00,1.00
vsubwev_h_bu,2.00,1.00,1.00
vsubwev_q_d,2.00,1.00,1.00
vsubwev_q_du,2.00,1.00,1.00
vsubwev_w_h,2.00,1.00,1.00
vsubwev_w_hu,2.00,1.00,1.00
vsubwod_d_w,2.00,1.00,1.00
vsubwod_d_wu,2.00,1.00,1.00
vsubwod_h_b,2.00,1.00,1.00
vsubwod_h_bu,2.00,1.00,1.00
vsubwod_q_d,2.00,1.00,1.00
vsubwod_q_du,2.00,1.00,1.00
vsubwod_w_h,2.00,1.00,1.00
vsubwod_w_hu,2.00,1.00,1.00
vxor_v,1.00,1.00,1.00
vxori_b,1.00,1.00,1.00
